id,day,month,year,source_database,source_database_encoded,attack_description,industry_type,industry_type_group,industry_type_group_encoded,subcategory,subcategory_group,subcategory_group_encoded,attack_details,ti_safe_score,impact,link_at_the_internet,Africa,Asia,Australia,Europe,North America,South America
747,26,5,2020,CIRWA,0,Rio Arriba County,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,govtech.com,0,0,0,0,1,0
746,25,5,2020,CIRWA,0,Hospitals in Spain,Hospital and health,Health and Homecare,6,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,es.cointelegraph.com,0,0,0,1,0,0
745,24,5,2020,CIRWA,0,Northwest Atlantic Fisheries Organization,Agricultural,Agricultural,0,"Agriculture, food and beverage",Agricultural,2,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,seafoodsource.com,0,0,0,0,1,0
741,19,5,2020,TI Safe,4,Hacker attack on EasyJet affects 9 million customers,Sector and Production,Manufacturing,8,Aerospace,Aerospace,1,"According to the company, hackers gained access to the credit card data of 2,208 customers, with the remaining affected customers having access to email addresses and travel details. EasyJet said that these customers will be contacted in the coming days a",5.0,Data theft including credit cards,cisoadvisor.com.br,0,0,0,1,0,0
740,17,5,2020,TI Safe,4,Cognizant loses up to $70M in Maze ransomware attack,Information Technology,Technology,10,Information Technology,Technology,24,Cognizant is taking an extraordinary expense that could range from $50 million to $70 million because of the ransomware attack that hit the company on April 17.,5.0,Delayed home office activation schedule / financial loss ($70 million),securityinformationnews.com,1,1,1,1,1,1
739,17,5,2020,TI Safe,4,Attacks on supercomputers in European countries,Government,Public,9,Healthcare and Public Health,Healthcare,15,A countless number of hackers have begun to take advantage of access to supercomputers to plant cryptocurrency miners.,3.0,Unauthorized access to supercomputers for cryptocurrency mining,cisoadvisor.com.br,1,1,1,1,1,1
738,17,5,2020,CIRWA,0,M.J. Brunner (msp),Information Technology,Technology,10,Information Technology,Technology,24,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,itpro.co.uk,0,0,0,0,1,0
737,14,5,2020,TI Safe,4,Attack on ICS in Iran?,Manufacturing and automation,Manufacturing,8,Critical Manufacturing,Steel and mining,23,"The images make mention of the industrial complex in Parand, where the Arak Heavy Water facility is located. From what has been presented in images it is not possible to confirm whether there has been functional compromise of the facility.",5.0,leaks about access to FTP servers and other systems.,defcon-lab.org,0,1,0,0,0,0
736,14,5,2020,CIRWA,0,Texas Department of Transportation,Transport sector and,Transport,11,Transportation Systems,Transport,25,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,fox7austin.com,0,0,0,0,1,0
735,11,5,2020,CIRWA,0,Bernards Township,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,tapinto.net,0,0,0,0,1,0
734,9,5,2020,CIRWA,0,Pitney Bowes,Information Technology,Technology,10,Information Technology,Technology,24,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,zdnet.com,0,0,0,0,1,0
733,8,5,2020,CIRWA,0,Texas Supreme Court Website,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,law.com,0,0,0,0,1,0
732,8,5,2020,CIRWA,0,Nipissing First Nation (NFN) Administration,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,bleepingcomputer.com,0,0,0,0,1,0
731,7,5,2020,CIRWA,0,Stadler (Rail vehicle manufacturer),Transport sector and,Transport,11,Transportation Systems,Transport,25,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,bleepingcomputer.com,0,0,0,1,0,0
730,7,5,2020,CIRWA,0,Unnamed health care company,Communication and telecommunications,Technology,10,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,statescoop.com,0,0,0,0,1,0
729,7,5,2020,CIRWA,0,HLB (Belgian accounting firm),Banking and finance,Financial,5,Financial Services,Financial,13,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,itwire.com,0,0,0,1,0,0
728,5,5,2020,CIRWA,0,Toll Group,Transport sector and,Transport,11,Transportation Systems,Transport,25,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,itnews.com.au,0,0,1,0,0,0
727,5,5,2020,CIRWA,0,"Plastic Surgeon Kristin Tarbet (Bellevue, Wash)","Agriculture, food and beverage",Agricultural,0,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,beckershospitalreview.com,0,0,0,0,1,0
726,5,5,2020,CIRWA,0,Ashville Plastic Surgery Institute,Energy,Energy,4,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,beckershospitalreview.com,0,0,0,0,1,0
725,5,5,2020,CIRWA,0,Formosa Petrochemica,Energy,Energy,4,Energy,Energy,10,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,taiwannews.com.tw,0,1,0,0,0,0
724,5,5,2020,CIRWA,0,CPC Corp. (Tawain's state-owned energy company),Energy,Energy,4,Energy,Energy,10,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cyberscoop.com,0,1,0,0,0,0
723,4,5,2020,CIRWA,0,Powertech Technology Inc.,Information Technology,Technology,10,Information Technology,Technology,24,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,focustaiwan.tw,0,1,0,0,0,0
722,4,5,2020,CIRWA,0,Fresenius SE & Co. ,Government,Public,9,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,krebsonsecurity.com,0,0,0,1,0,0
721,3,5,2020,CIRWA,0,Sherwood Food Distributors (Detroit),Agricultural,Agricultural,0,"Agriculture, food and beverage",Agricultural,2,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cybleinc.com,0,0,0,0,1,0
720,3,5,2020,CIRWA,0,Harvest Food Distributors (San Deigo),Agricultural,Agricultural,0,"Agriculture, food and beverage",Agricultural,2,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,msspalert.com,0,0,0,0,1,0
719,1,5,2020,CIRWA,0,Network of Village of Weiz,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cointelegraph.com,0,0,0,1,0,0
718,1,5,2020,CIRWA,0,Sparboe (egg producer),Agricultural,Agricultural,0,"Agriculture, food and beverage",Agricultural,2,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cointelegraph.com,0,0,0,0,1,0
717,1,5,2020,CIRWA,0,Banco BCR,Banking and finance,Financial,5,Financial Services,Financial,13,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,bankinfosecurity.com,0,0,0,0,1,0
716,1,5,2020,CIRWA,0,Fincantieri Vard Group AS (Shipbuilding Company),Manufacturing and automation,Manufacturing,8,Critical Manufacturing,Steel and mining,23,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,insurancejournal.com,0,0,0,1,0,0
715,1,5,2020,CIRWA,0,BlueScope (Steelmaker- Port Kembla),Manufacturing and automation,Manufacturing,8,Critical Manufacturing,Steel and mining,23,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,afr.com,0,0,1,0,0,0
714,30,4,2020,CIRWA,0,Northwest Territories Power Corporation,Energy,Energy,4,Energy,Energy,10,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cbc.ca,0,0,0,0,1,0
713,26,4,2020,CIRWA,0,Dakota Carrier Network (DCN),Information Technology,Technology,10,Information Technology,Technology,24,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,kfyrtv.com,0,0,0,0,1,0
712,25,4,2020,CIRWA,0,"Tom Berkowitz Trucking Inc (whitinsville, MA)",Transport sector and,Transport,11,Transportation Systems,Transport,25,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,freightwaves.com,0,0,0,0,1,0
711,25,4,2020,CIRWA,0,Diebold Nixdorf (ATM provider),Banking and finance,Financial,5,Financial Services,Financial,13,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,krebsonsecurity.com,0,0,0,0,1,0
710,25,4,2020,CIRWA,0,Lawrence County 911 center,Energy,Energy,4,Emergency Services,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,wkrn.com,0,0,0,0,1,0
709,24,4,2020,SCIDMARK,2,The ‘synchronized and organized attack’ on civilian infrastructure was aimed at disrupting the industrial computers that underpin Israeli ,Water and wastewater sector and,Infrastructure,7,Water and Wastewater Systems,Critical Infrastructure,7,"the Israeli National Cyber Directorate received reports of attempts to attack the control and monitoring systems of sewage treatment plants, and pumping stations and sewage of one or more water treatment facilities.",3.0,Data leakage,ibtimes.co.uk,0,1,0,0,0,0
708,21,4,2020,CIRWA,0,Parkview Medical Center (Pueblo County),Healthcare and Public Health,Health and Homecare,6,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cointelegraph.com,0,0,0,0,1,0
707,17,4,2020,CIRWA,0,Cognizant,Information Technology,Technology,10,Information Technology,Technology,24,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,oodaloop.com,0,0,0,0,1,0
706,17,4,2020,CIRWA,0,2 hospitals in the Czech Republic,Government,Public,9,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,reuters.com,0,0,0,1,0,0
705,13,4,2020,CIRWA,0,Orleans Parish Assessor's Office (New Orleans),Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,msspalert.com,0,0,0,0,1,0
704,12,4,2020,CIRWA,0,"Healthcare Fiscal Management, Inc. (St. Mary's Health Care Contractor)",Transportation,Transport,11,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,onlineathens.com,0,0,0,0,1,0
703,11,4,2020,CIRWA,0,Magellan Health,Information Technology,Technology,10,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,healthitsecurity.com,0,0,0,0,1,0
702,10,4,2020,TI Safe,4,"MSC hit by network outage, cyber-attack not ruled out",Government,Public,9,Maritime,Transport,25,"“At the time of writing this, msc.com has been down for 10 hours, and for now I have received information that this is the result of a successful cyberattack. Mail services are still working and MSC has an IT infrastructure where many services are locally",3.0,The web site has been down,offshore-energy.biz,1,1,1,1,1,1
701,10,4,2020,TI Safe,4,"MSC hit by network outage, cyber-attack not ruled out",Transport sector and,Transport,11,Transportation Systems,Transport,25,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,offshore-energy.biz,0,0,0,1,0,0
700,10,4,2020,CIRWA,0,"Borough of Duncannon (Perry County, PA)",Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,fox43.com,0,0,0,0,1,0
699,9,4,2020,CIRWA,0,Florida Orthopaedic Institute,Critical Manufacturing,Manufacturing,8,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,thecentersquare.com,0,0,0,0,1,0
698,9,4,2020,CIRWA,0,Rangely District Hospital (Rio Blanco County),Critical Manufacturing,Manufacturing,8,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,theheraldtimes.com,0,0,0,0,1,0
697,6,4,2020,CIRWA,0,Coffee County Jail,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,tullahomanews.com,0,0,0,0,1,0
696,5,4,2020,CIRWA,0,Southeastern Wire (wire manufacturer),Manufacturing and automation,Manufacturing,8,Critical Manufacturing,Steel and mining,23,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cybleinc.com,0,0,0,0,1,0
694,1,4,2020,CIRWA,0,National Association of Eating Disorders,"Agriculture, food and beverage",Agricultural,0,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,threatpost.com,0,0,0,0,1,0
693,1,4,2020,CIRWA,0,Danish Agro,Agricultural,Agricultural,0,"Agriculture, food and beverage",Agricultural,2,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,feednavigator.com,0,0,0,1,0,0
692,1,4,2020,CIRWA,0,Chubb ,Banking and finance,Financial,5,Financial Services,Financial,13,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,teiss.co.uk,0,0,0,0,1,0
691,1,4,2020,CIRWA,0,Energias de Portugal (EDP),Energy,Energy,4,Energy,Energy,10,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,bleepingcomputer.com,0,0,0,1,0,0
690,1,4,2020,CIRWA,0,Berkine (Algerian Petroleum Jont Venture),Energy,Energy,4,Energy,Energy,10,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,itwire.com,0,0,0,0,1,0
689,1,4,2020,CIRWA,0,Koller Craft LLC (injection moulded plastic compenent manufacturer),Manufacturing and automation,Manufacturing,8,Critical Manufacturing,Steel and mining,23,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,ibtimes.sg,0,0,0,0,1,0
687,1,4,2020,CIRWA,0,East Bay Biotech,Government,Public,9,Chemical,Chemical and Farmaceutic industry,4,"Two East Bay companies that have fought to control patents used for the equipment they build for life sciences researchers have been hit by ransomware attacks in the past four months. The latest attack, revealed Wednesday in a Securities and Exchange Comm",4.0,Without any significant impact,bizjournals.com,0,0,0,0,1,0
686,30,3,2020,TI Safe,4,Exclusive: data on almost the entire population of Costa Rica leaked,Government,Public,9,Government Facilities,Government,14,"A misconfigured cloud environment ended up exposing the information of a large portion of the Costa Rican population, The Hack has learned exclusively. The investigation came after researcher Enzo, CEO of OnlineProtek, found an open Elasticsearch instance",4.0,Data Leakage,securityinformationnews.com,0,0,0,0,1,0
685,29,3,2020,TI Safe,4,Cybercrime Attacks Italy and Spain with Covid-19 Apps,Information Technology,Technology,10,Information Technology,Technology,24,"Hackers are contaminating or manufacturing Corona virus-themed apps to try to steal data mainly from Italians and Spaniards eager for information about the pandemic, reports ESET, the Slovak antivirus company. The apps present themselves as legitimate, of",3.0,Data theft via fake applications (phishing),cisoadvisor.com.br,0,0,0,1,0,0
684,27,3,2020,CIRWA,0,SBTech (online sports betting websites),Communication and telecommunications,Technology,10,Commercial Facilities,Commercial and public,5,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cointelegraph.com,1,1,1,1,1,1
683,24,3,2020,CIRWA,0,"Daniel Bendetowicz, MD internal medicine provider (Fort Myers)",Information Technology,Technology,10,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,healthitsecurity.com,0,0,0,0,1,0
682,22,3,2020,TI Safe,4,Banking software company falls to ransomware,Information Technology,Technology,10,Information Technology,Technology,24,"The British company Finastra, which specializes in technology for retail banking, treasury, capital markets and investments, was probably contaminated with ransomware, according to cyber experts.",4.0,Customer networks at risk,cisoadvisor.com.br,1,1,1,1,1,1
681,21,3,2020,CIRWA,0,Town of Jupiter,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,palmbeachpost.com,0,0,0,0,1,0
680,20,3,2020,CIRWA,0,Finastra,Banking and finance,Financial,5,Financial Services,Financial,13,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,bloomberg.com,0,0,0,1,0,0
679,19,3,2020,CIRWA,0,Moorestown Visiting Nurse Association,Financial,Financial,5,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,njbiz.com,0,0,0,0,1,0
678,18,3,2020,CIRWA,0,Woodlawn Dental Center,Financial,Financial,5,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,healthitsecurity.com,0,0,0,0,1,0
677,16,3,2020,TI Safe,4,Ransomware attacks on US hospitals aggravate coronavirus,Energy,Energy,4,Healthcare and Public Health,Healthcare,15,"As if having to care for countless patients with respiratory complications as a result of the outbreak of the coronavirus (Covid-19) was not enough, many hospitals in the United States are having to combat another type of virus: ransomware. This further c",5.0,"Hospital forced to shut down all IT systems, cancel all planned operations, and divert incoming patients",cisoadvisor.com.br,0,0,0,0,1,0
676,16,3,2020,TI Safe,4,Attack catches up with Marseille a day before municipal elections,Government,Public,9,Government Facilities,Government,14,"Despite the extreme precautions taken every day to secure computer equipment and protect against viruses and hackers, this cyber attack, unprecedented in its scale and force of attack, could not be prevented,"" explains the administration note. This mornin",4.0,About 300 machines that were supposed to be used to create the signature lists for powers of attorney were affected,cisoadvisor.com.br,0,0,0,1,0,0
675,16,3,2020,CIRWA,0,Mat-Su Surgical,Critical Manufacturing,Manufacturing,8,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,healthitsecurity.com,0,0,0,0,1,0
674,15,3,2020,TI Safe,4,Test Center for Covid-19 is hit by cyber attack,Critical Manufacturing,Manufacturing,8,Healthcare and Public Health,Healthcare,15,"Hospitals around the world are facing rising waves of Covid-19 infections, but efforts to combat the new coronavirus at a testing center in Europe are being hampered by cybercriminals.",5.0,Hospital systems have been deactivated,cisoadvisor.com.br,0,0,0,1,0,0
673,15,3,2020,CIRWA,0,Henning Harders (freight and logistics firm),Transport sector and,Transport,11,Transportation Systems,Transport,25,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,csoonline.com,0,0,1,0,0,0
672,14,3,2020,CIRWA,0,Jamaica Constabulary Force,Banking and finance,Financial,5,Financial Services,Financial,13,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,jamaicaobserver.com,0,0,0,0,1,0
671,14,3,2020,CIRWA,0,Hammersmith Medicines Research,Critical Manufacturing,Manufacturing,8,Chemical,Chemical and Farmaceutic industry,4,"Medical company set to aid coronavirus response struck by ransomware.The hackers behind the Maze ransomware published stolen medical research data, reports Computer Weekly. The organization ""repelled"" the attack and restored its computer systems on the sa",3.0,"Published data of information about medical trial volunteers, including proof of identification, medical history and vaccination studies in which the volunteers participated.",ciodive.com,0,0,0,1,0,0
670,13,3,2020,CIRWA,0,University Hospital Brno,Communication and telecommunications,Technology,10,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,apsf.org,0,0,0,1,0,0
669,13,3,2020,CIRWA,0,ExecuPharm,Information Technology,Technology,10,Chemical,Chemical and Farmaceutic industry,4,ExecuPharm was hit by Clo Ramsomware following a successful spearphishing attack that targeted some of the firm's employees. The company says that the ransomware group behind the attack may have accessed personal info belonging to ExecuPharm and Parexel (,3.0,Compromised select corporate and personnel information,bleepingcomputer.com,0,0,0,0,1,0
668,13,3,2020,CIRWA,0,10x Genomics,Communication and telecommunications,Technology,10,Chemical,Chemical and Farmaceutic industry,4,"In the midst of the COVID-19 situation in March 2020, 10x Genomics faced an attempted ransomware attack which also involved the theft of certain company data,” the filing said. “The Company isolated the source of the attack and restored normal operations ",3.0,Data leakage,msspalert.com,0,0,0,0,1,0
667,10,3,2020,CIRWA,0,Champaign-Urbana Public Health District,Healthcare and Public Health,Health and Homecare,6,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,gcn.com,0,0,0,0,1,0
666,7,3,2020,CIRWA,0,VT San Antonio Aerospace (aerospace and defense contractor),Transport sector and,Transport,11,Transportation Systems,Transport,25,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,bleepingcomputer.com,0,0,0,0,1,0
665,6,3,2020,TI Safe,4,Hackers break into Amazon Web Services servers,Information Technology,Technology,10,Information Technology,Technology,24,A group of hackers broke into Amazon Web Services (AWS) servers.,4.0,Insertion of a rootkit (malicious software that allows privileged access to a computer),cisoadvisor.com.br,1,1,1,1,1,1
664,6,3,2020,CIRWA,0,City of Durham,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,securityintelligence.com,0,0,0,0,1,0
663,5,3,2020,CIRWA,0,Kimchuk,Manufacturing and automation,Manufacturing,8,Critical Manufacturing,Steel and mining,23,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,techcrunch.com,0,0,0,0,1,0
662,3,3,2020,TI Safe,4,"US city government paid $380,000 in ransomware",Government,Public,9,Government Facilities,Government,14,"The city government of Cartersville, Georgia, last year paid $380,000 to rescue its systems after a ransomware attack. The amount was paid in Bitcoins and there were also expenses of $7,755.65 paid in fees for the transactions and the traders. According t",4.0,Financial loss of approximately 2.8 million dollars ,cisoadvisor.com.br,0,0,0,0,1,0
661,3,3,2020,TI Safe,4,Group pulls off million-dollar heist using passwords and bank QR Code,Government,Public,9,Government Facilities,Government,14,The MPDFT (Public Prosecutor's Office of the Federal District and Territories) reported to Justice 22 members of a gang that stole bank details from customers and used social engineering to convince victims to send a QR Code that allows transactions on th,4.0,Data theft / financial loss,tecnoblog.net,0,0,0,0,0,1
660,2,3,2020,TI Safe,4,US natural gas operator shuts down for 2 days after being infected by ransomware,Healthcare and Public Health,Health and Homecare,6,Oil and Gas,Oil and Gas,20,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,arstechnica.com,0,0,0,0,1,0
659,1,3,2020,CIRWA,0,Geidi (IT serves),Information Technology,Technology,10,Information Technology,Technology,24,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,itwire.com,0,0,1,0,0,0
658,1,3,2020,CIRWA,0,City of Torrance (Los Angeles County),Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,2-spyware.com,0,0,0,0,1,0
657,1,3,2020,CIRWA,0,LTI Power Systems,Energy,Energy,4,Energy,Energy,10,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,utilitydive.com,0,0,0,0,1,0
655,29,2,2020,CIRWA,0,Epiq Global (MSP),Information Technology,Technology,10,Information Technology,Technology,24,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,lawsitesblog.com,0,0,0,0,1,0
654,29,2,2020,CIRWA,0,Talman Software,Information Technology,Technology,10,Information Technology,Technology,24,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,examiner.com.au,0,0,1,0,0,0
653,27,2,2020,CIRWA,0,Jordan Health,Transportation,Transport,11,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,beckershospitalreview.com,0,0,0,0,1,0
652,27,2,2020,CIRWA,0,District of Squamish,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,squamishchief.com,0,0,0,0,1,0
651,24,2,2020,CIRWA,0,"Grayson County, Texas",Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,kxii.com,0,0,0,0,1,0
650,23,2,2020,CIRWA,0,Prince Edward Island government,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,cbc.ca,0,0,0,0,1,0
649,23,2,2020,CIRWA,0,LaSalle County Government,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,week.com,0,0,0,0,1,0
648,21,2,2020,CIRWA,0,Reading Municipal Light Department (RMLD),Energy,Energy,4,Energy,Energy,10,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,securityweek.com,0,0,0,0,1,0
647,19,2,2020,TI Safe,4,US natural gas operator shuts down for 2 days after being infected by ransomware,Energy,Energy,4,Oil and Gas,Oil and Gas,20,"The attack started with a malicious link in a phishing email that allowed attackers to pivot from the facility’s IT network to the facility’s OT network, which is the operational technology hub of servers that control and monitor physical processes of the",5.0,Natural gas operator shuts down for 2 days ,arstechnica.com,0,0,0,0,1,0
646,18,2,2020,CIRWA,0,City of Wayne,Government,Public,9,Government Facilities,Government,14,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,wowt.com,0,0,0,0,1,0
645,17,2,2020,CIRWA,0,ISS World,Communication and telecommunications,Technology,10,Commercial Facilities,Commercial and public,5,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,computerweekly.com,0,0,0,1,0,0
644,15,2,2020,CIRWA,0,EMCOR,Manufacturing and automation,Manufacturing,8,Critical Manufacturing,Steel and mining,23,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,zdnet.com,0,0,0,0,1,0
643,13,2,2020,TI Safe,4,Puerto Rico loses $2.6 million in phishing scam,Government,Public,9,Government Facilities,Government,14,A Puerto Rican government agency has inadvertently given $2.6 million to cyber criminals after being duped by a phishing email scam. A senior government official on the island confirmed that the money allocated for remittance payments had been transferred,4.0,Financial loss,cisoadvisor.com.br,0,0,0,0,1,0
642,13,2,2020,CIRWA,0,Andrews Braces,"Agriculture, food and beverage",Agricultural,0,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,healthitsecurity.com,0,0,0,0,1,0
641,11,2,2020,CIRWA,0,NCR Health,Government,Public,9,Healthcare and Public Health,Healthcare,15,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,4.0,Data leakage,journalstar.com,0,0,0,0,1,0
